Question	Comment
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"A city with a stable power grid and water supply, with good public transportation that runs on time. Where pedestrians and cyclists are pri-oritized over cars- and people living in low income areas have access to Green Ways, public parks and healthy affordable food."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Walkable, well designed cities with smart, internet connected infrastructure to help minimize traffic, help residents discover local businesses, and public access points to the internet"
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Solar panels on building rooftops, train stystem, electric charging stations, pedestrian bridges over road in the downtown area"
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Latest technology, infrastructure, and services delivering efficient, affordable, and convenient services to its population and visitors.  "
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	A city trying to advance itself to its next level
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Resilient to change. Clean and accessible. Every action has data or intense thought behind it instead of decisions made out of whim or intuition. 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Tech city. One with digital access to unlimited resources. I think of it like an Apple. How everything is connected or synced between devices. 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"A connected infrastructure of all utilities, roads and communication networks "
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Quick access to gov’t info
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Public transportation
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Next future technology and infrastructure 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"I think about everything that cannot be turned into data. Cities are messy and complex things, how does COSA approach the aspects of its city that cannot be turned into numbers or coded data? "
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Efficient transportation and quality job opportunities for all with wealth to properly educate all of the next generation better than the rest of the state and country.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	“Smart cities” is a phrase used to describe boondoggle projects that waste taxpayer money and enrich consultants and contractors while doing nothing to improve quality of life.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Depend on instruments rather than human 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Using data to improve services by making data-driven decisions -- see above. This can result in better public safety and resource utilization (electricity, water)."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Good city planning, roads, big Parks, moderno architecture, lots of green spaces. Very well trained "
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Technology and data driven
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Technology connected from loT to cloud security performance.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Other cities even smaller than San Antonio who are far ahead in their smart city plans and activations. Again, hyperconnectivity and a plan that is not siloed based on structure, services, and location."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Public transportation like light rail.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Rail system
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Smart devices and data.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Safety, security, and stability."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Thinking outside the box. Efficient and LEAN. Digitize everything we can.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Cities that better contribute to the people of the city.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Better public transportations
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Efficient, resilient and sustainable. "
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	A city that is progressive in utilizing technology to enhance the citizens experience and interaction with city services.  Drives economic development by being the catalyst for human behavior. 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Access to services on your phone 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	cities that have a robust network of interconnected and centralized services that are easily accessible to citizens and that and that use user input to make processes more efficient and learn better ways of delivering information and services.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Resilient cities with real time information and redundancies to minimize points of failure in a single system.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	A city that has open communication between agencies.
